"id","name","symbol","slug","num_market_pairs","date_added","tags","max_supply","circulating_supply","total_supply","platform","cmc_rank","last_updated","quote"
1414,"Zcoin","XZC","zcoin",63,"2016-10-06T00:00:00.000Z","[""mineable"",""pow"",""medium-of-exchange"",""privacy""]",21400000,11035355.6967166,21400000,,156,"2020-09-26T03:51:06.000Z","{""USD"":{""price"":4.1575252468,""volume_24h"":8482151.9422676,""percent_change_1h"":-0.382423,""percent_change_24h"":3.02916,""percent_change_7d"":-7.21788,""market_cap"":45879769.91651746,""last_updated"":""2020-09-26T03:51:06.000Z""}}"
4967,"Joule","JUL","joule",1,"2019-11-26T00:00:00.000Z","[]",,1010499999,200000000000,,248,"2020-09-26T03:51:23.000Z","{""USD"":{""price"":0.0452301524712,""volume_24h"":0,""percent_change_1h"":0,""percent_change_24h"":0,""percent_change_7d"":-3.2685e-13,""market_cap"":45705069.02691744,""last_updated"":""2020-09-26T03:51:23.000Z""}}"
3218,"Energi","NRG","energi",19,"2018-08-23T00:00:00.000Z","[""mineable"",""marketplace"",""masternodes"",""research""]",,33452992.7047481,33452992.7047481,,157,"2020-09-26T03:51:14.000Z","{""USD"":{""price"":1.36186623373,""volume_24h"":920765.074510774,""percent_change_1h"":-0.0703244,""percent_change_24h"":0.179343,""percent_change_7d"":-7.52519,""market_cap"":45558501.181812465,""last_updated"":""2020-09-26T03:51:14.000Z""}}"
3733,"S4FE","S4F","s4fe",7,"2019-02-07T00:00:00.000Z","[]",,895310762,1000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xaec7d1069e3a914a3eb50f0bfb1796751f2ce48a""}",249,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.0508761039275,""volume_24h"":279606.574912474,""percent_change_1h"":-0.035634,""percent_change_24h"":2.90908,""percent_change_7d"":-35.1847,""market_cap"":45549923.37492122,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
1552,"Melon","MLN","melon",42,"2017-02-21T00:00:00.000Z","[""asset-management"",""defi""]",,1250000,1250000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xec67005c4e498ec7f55e092bd1d35cbc47c91892""}",158,"2020-09-26T03:51:07.000Z","{""USD"":{""price"":34.7702617011,""volume_24h"":1790788.84452132,""percent_change_1h"":0.0789535,""percent_change_24h"":6.08367,""percent_change_7d"":-8.1425,""market_cap"":43462827.126375,""last_updated"":""2020-09-26T03:51:07.000Z""}}"
4269,"GateToken","GT","gatetoken",16,"2019-08-20T00:00:00.000Z","[""marketplace"",""centralized-exchange"",""discount-token""]",,82263762.8342949,300000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xe66747a101bff2dba3697199dcce5b743b454759""}",159,"2020-09-26T03:51:20.000Z","{""USD"":{""price"":0.526610046115,""volume_24h"":16914214.0183225,""percent_change_1h"":-0.38253,""percent_change_24h"":-2.02682,""percent_change_7d"":-7.27381,""market_cap"":43320923.93976146,""last_updated"":""2020-09-26T03:51:20.000Z""}}"
4189,"Ultra","UOS","ultra",10,"2019-07-30T00:00:00.000Z","[""platform"",""gaming"",""payments""]",,278066475.4934,1000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xd13c7342e1ef687c5ad21b27c2b65d772cab5c8c""}",160,"2020-09-26T03:51:20.000Z","{""USD"":{""price"":0.155098123057,""volume_24h"":532037.014585665,""percent_change_1h"":-1.56026,""percent_change_24h"":1.39623,""percent_change_7d"":-2.20759,""market_cap"":43127588.43410162,""last_updated"":""2020-09-26T03:51:20.000Z""}}"
5829,"TrustSwap","SWAP","trustswap",35,"2020-07-10T00:00:00.000Z","[]",,68750832.368851,99999582.3692048,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xcc4304a31d09258b0029ea7fe63d032f52e44efe""}",161,"2020-09-26T03:51:25.000Z","{""USD"":{""price"":0.591702229948,""volume_24h"":3375367.79488585,""percent_change_1h"":0.910158,""percent_change_24h"":6.26385,""percent_change_7d"":-20.6101,""market_cap"":40680020.823430285,""last_updated"":""2020-09-26T03:51:25.000Z""}}"
291,"MaidSafeCoin","MAID","maidsafecoin",4,"2014-04-28T00:00:00.000Z","[""platform"",""distributed-computing"",""filesharing""]",,452552412,452552412,"{""id"":83,""name"":""Omni"",""symbol"":""OMNI"",""slug"":""omni"",""token_address"":""3""}",162,"2020-09-26T03:51:06.000Z","{""USD"":{""price"":0.0890547556571,""volume_24h"":282126.044131768,""percent_change_1h"":-0.262877,""percent_change_24h"":-2.62384,""percent_change_7d"":-6.47327,""market_cap"":40301944.47269125,""last_updated"":""2020-09-26T03:51:06.000Z""}}"
3822,"Theta Fuel","TFUEL","theta-fuel",15,"2019-03-28T00:00:00.000Z","[""media"",""content-creation"",""payments""]",,3838301572,5000000000,,163,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":0.0104979323263,""volume_24h"":8739582.42486829,""percent_change_1h"":1.70124,""percent_change_24h"":9.18412,""percent_change_7d"":7.14171,""market_cap"":40294230.15078691,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
5798,"Darwinia Network","RING","darwinia-network",24,"2020-07-02T00:00:00.000Z","[""gaming"",""interoperability"",""substrate""]",10000000000,643834904.086646,1543002516.44645,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x9469d013805bffb7d3debe5e7839237e535ec483""}",250,"2020-09-26T03:51:25.000Z","{""USD"":{""price"":0.0623049837581,""volume_24h"":5785212.04946585,""percent_change_1h"":-1.00242,""percent_change_24h"":4.47731,""percent_change_7d"":-5.81398,""market_cap"":40114123.242016345,""last_updated"":""2020-09-26T03:51:25.000Z""}}"
2369,"Insolar","XNS","insolar",8,"2018-01-11T00:00:00.000Z","[]",1000000000,100000000,1000000000,,164,"2020-09-26T03:51:09.000Z","{""USD"":{""price"":0.399533480081,""volume_24h"":1063223.22087989,""percent_change_1h"":0.253194,""percent_change_24h"":3.8158,""percent_change_7d"":-3.49195,""market_cap"":39953348.008099996,""last_updated"":""2020-09-26T03:51:09.000Z""}}"
3704,"v.systems","VSYS","v-systems",40,"2019-03-05T00:00:00.000Z","[""platform"",""discount-token"",""smart-contracts""]",,2096963949,4011822413,,165,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.0189845776255,""volume_24h"":1448897.04111344,""percent_change_1h"":0.342851,""percent_change_24h"":1.75468,""percent_change_7d"":-11.6142,""market_cap"":39809974.86766553,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
5906,"NerveNetwork","NVT","nervenetwork",6,"2020-07-27T00:00:00.000Z","[]",2100000000,241433806,1103057609,,251,"2020-09-26T03:51:25.000Z","{""USD"":{""price"":0.16394929242,""volume_24h"":430158.595509539,""percent_change_1h"":-6.5184,""percent_change_24h"":-6.57108,""percent_change_7d"":-13.7199,""market_cap"":39582901.65996755,""last_updated"":""2020-09-26T03:51:25.000Z""}}"
3783,"Ankr","ANKR","ankr",39,"2019-03-06T00:00:00.000Z","[""platform"",""enterprise-solutions"",""substrate"",""binance-chain""]",,5829566044.45833,10000000000,"{""id"":1839,""name"":""Binance Coin"",""symbol"":""BNB"",""slug"":""binance-coin"",""token_address"":""ANKR-E97""}",166,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.00676627806106,""volume_24h"":29226328.7028866,""percent_change_1h"":4.42945,""percent_change_24h"":13.2459,""percent_change_7d"":6.37286,""market_cap"":39444464.83211872,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
1700,"Aeternity","AE","aeternity",46,"2017-06-01T00:00:00.000Z","[""mineable"",""medium-of-exchange"",""privacy""]",,321290814.5,367111758.49932,,167,"2020-09-26T03:51:07.000Z","{""USD"":{""price"":0.122610313392,""volume_24h"":7807541.71834004,""percent_change_1h"":0.194861,""percent_change_24h"":4.22214,""percent_change_7d"":-5.30406,""market_cap"":39393567.45581594,""last_updated"":""2020-09-26T03:51:07.000Z""}}"
2777,"IoTeX","IOTX","iotex",26,"2018-05-25T00:00:00.000Z","[""platform"",""iot""]",10000000000,4823952132.63,9734304443.32,,168,"2020-09-26T03:51:14.000Z","{""USD"":{""price"":0.00809949130118,""volume_24h"":7811462.74548254,""percent_change_1h"":-0.442696,""percent_change_24h"":-1.19994,""percent_change_7d"":-12.3433,""market_cap"":39071558.33554539,""last_updated"":""2020-09-26T03:51:14.000Z""}}"
2874,"Aurora","AOA","aurora",10,"2018-06-26T00:00:00.000Z","[""platform"",""smart-contracts""]",,6542330148.20859,10000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x9ab165d795019b6d8b3e971dda91071421305e5a""}",169,"2020-09-26T03:51:14.000Z","{""USD"":{""price"":0.00591979427645,""volume_24h"":6985186.72390173,""percent_change_1h"":1.61216,""percent_change_24h"":5.33,""percent_change_7d"":-6.94259,""market_cap"":38729248.56601149,""last_updated"":""2020-09-26T03:51:14.000Z""}}"
1586,"Ark","ARK","ark",25,"2017-03-22T00:00:00.000Z","[""dpos"",""marketplace"",""payments"",""state-channels""]",,124072453.438411,152293350,,170,"2020-09-26T03:51:07.000Z","{""USD"":{""price"":0.307994633359,""volume_24h"":1594056.89113574,""percent_change_1h"":-1.03155,""percent_change_24h"":5.42121,""percent_change_7d"":-12.5123,""market_cap"":38213649.806715,""last_updated"":""2020-09-26T03:51:07.000Z""}}"
4197,"ShareToken","SHR","sharetoken",10,"2019-11-26T00:00:00.000Z","[]",,1442167639,6434460139,"{""id"":1839,""name"":""Binance Coin"",""symbol"":""BNB"",""slug"":""binance-coin"",""token_address"":""SHR-DB6""}",171,"2020-09-26T03:51:20.000Z","{""USD"":{""price"":0.0263289184413,""volume_24h"":4990299.66939287,""percent_change_1h"":-1.87031,""percent_change_24h"":6.39714,""percent_change_7d"":5.87926,""market_cap"":37970714.14591318,""last_updated"":""2020-09-26T03:51:20.000Z""}}"
3581,"Kleros","PNK","kleros",34,"2018-11-01T00:00:00.000Z","[]",,552824568.658576,764626704,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x93ed3fbe21207ec2e8f2d3c3de6e058cb73bc04d""}",172,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.0683771619969,""volume_24h"":7760501.09517928,""percent_change_1h"":-0.278551,""percent_change_24h"":-0.198336,""percent_change_7d"":-18.9179,""market_cap"":37800575.087033816,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
2842,"Bankera","BNK","bankera",5,"2018-06-04T00:00:00.000Z","[""marketplace"",""payments"",""smart-contracts""]",,24618912107.7426,25000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xc80c5e40220172b36adee2c951f26f2a577810c5""}",252,"2020-09-26T03:51:13.000Z","{""USD"":{""price"":0.00149684138228,""volume_24h"":29683.3883733519,""percent_change_1h"":1.2197,""percent_change_24h"":3.72397,""percent_change_7d"":4.6612,""market_cap"":36850606.42958326,""last_updated"":""2020-09-26T03:51:13.000Z""}}"
2989,"STASIS EURO","EURS","stasis-euro",31,"2018-07-30T00:00:00.000Z","[""marketplace"",""stablecoin"",""stablecoin-asset-backed"",""wallet""]",,31979207,31979207,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xdb25f211ab05b1c97d595516f45794528a807ad8""}",173,"2020-09-26T03:51:14.000Z","{""USD"":{""price"":1.15151796372,""volume_24h"":889287.153989309,""percent_change_1h"":-0.0777395,""percent_change_24h"":-0.471178,""percent_change_7d"":-0.0192966,""market_cap"":36824631.32602037,""last_updated"":""2020-09-26T03:51:14.000Z""}}"
2132,"Power Ledger","POWR","power-ledger",48,"2017-11-01T00:00:00.000Z","[""energy"",""sharing-economy""]",,424067509.14937,999506122.99937,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x595832f8fc6bf59c85c527fec3740a1b7a361269""}",174,"2020-09-26T03:51:09.000Z","{""USD"":{""price"":0.0867562776564,""volume_24h"":848212861.950802,""percent_change_1h"":-0.00352436,""percent_change_24h"":4.65595,""percent_change_7d"":-2.63681,""market_cap"":36790518.56882069,""last_updated"":""2020-09-26T03:51:09.000Z""}}"
2062,"Aion","AION","aion",23,"2017-10-18T00:00:00.000Z","[""mineable"",""marketplace"",""ai-big-data"",""payments""]",,458590011,458590011,,175,"2020-09-26T03:51:08.000Z","{""USD"":{""price"":0.0799940184302,""volume_24h"":1301429.73536419,""percent_change_1h"":-1.13255,""percent_change_24h"":1.91704,""percent_change_7d"":-12.7545,""market_cap"":36684457.79183962,""last_updated"":""2020-09-26T03:51:08.000Z""}}"
5031,"MimbleWimbleCoin","MWC","mimblewimblecoin",10,"2020-02-24T00:00:00.000Z","[]",20000000,10410897.7569404,10642160.7569404,,253,"2020-09-26T03:51:23.000Z","{""USD"":{""price"":3.50456128658,""volume_24h"":408207.570343449,""percent_change_1h"":3.51639,""percent_change_24h"":13.8739,""percent_change_7d"":-25.2164,""market_cap"":36485629.23751588,""last_updated"":""2020-09-26T03:51:23.000Z""}}"
2606,"Wanchain","WAN","wanchain",24,"2018-03-23T00:00:00.000Z","[""marketplace"",""enterprise-solutions"",""defi"",""interoperability""]",,125301739,191550679,,176,"2020-09-26T03:51:13.000Z","{""USD"":{""price"":0.290654416989,""volume_24h"":2234625.95989972,""percent_change_1h"":-1.02187,""percent_change_24h"":11.4623,""percent_change_7d"":-6.75183,""market_cap"":36419503.89675285,""last_updated"":""2020-09-26T03:51:13.000Z""}}"
3519,"Breezecoin","BRZE","breezecoin",4,"2018-10-29T00:00:00.000Z","[]",200000000,100000000,200000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x77c07555af5ffdc946fb47ce15ea68620e4e7170""}",254,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.35917173037,""volume_24h"":203268.165252108,""percent_change_1h"":-0.153777,""percent_change_24h"":0.199388,""percent_change_7d"":-2.08629,""market_cap"":35917173.037,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
3724,"SOLVE","SOLVE","solve",21,"2019-02-04T00:00:00.000Z","[""health"",""enterprise-solutions"",""wallet""]",1000000000,340651076.872109,1000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x446c9033e7516d820cc9a2ce2d0b7328b579406f""}",177,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":0.103542716926,""volume_24h"":620680.930276095,""percent_change_1h"":0.430857,""percent_change_24h"":3.34471,""percent_change_7d"":-3.53798,""market_cap"":35271938.02310585,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
3945,"Harmony","ONE","harmony",33,"2019-06-01T00:00:00.000Z","[""platform"",""enterprise-solutions"",""scaling""]",12600000000,6255461110,12600000000,,178,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":0.00552372608033,""volume_24h"":6103756.78146089,""percent_change_1h"":1.55328,""percent_change_24h"":5.85028,""percent_change_7d"":-9.15401,""market_cap"":34553453.67779705,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
3928,"IDEX","IDEX","idex",13,"2019-05-09T00:00:00.000Z","[""defi""]",,534106977.237395,1000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xb705268213d593b8fd88d3fdeff93aff5cbdcfae""}",255,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":0.0645858513575,""volume_24h"":798462.870259098,""percent_change_1h"":0.0645154,""percent_change_24h"":3.40384,""percent_change_7d"":0.988281,""market_cap"":34495753.84085803,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
2603,"Pundi X","NPXS","pundi-x",63,"2018-03-22T00:00:00.000Z","[""medium-of-exchange""]",,234566874619.468,258549026523.59,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3""}",179,"2020-09-26T03:51:13.000Z","{""USD"":{""price"":0.000145006722775,""volume_24h"":741791.575065282,""percent_change_1h"":0.17281,""percent_change_24h"":0.956031,""percent_change_7d"":-3.43016,""market_cap"":34013773.76014338,""last_updated"":""2020-09-26T03:51:13.000Z""}}"
5453,"KardiaChain","KAI","kardiachain",17,"2020-04-17T00:00:00.000Z","[]",5000000000,1750000000,5000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xbd6467a31899590474ce1e84f70594c53d628e46""}",256,"2020-09-26T03:51:24.000Z","{""USD"":{""price"":0.0193743834527,""volume_24h"":2492507.80062841,""percent_change_1h"":-0.528336,""percent_change_24h"":16.1913,""percent_change_7d"":-12.5299,""market_cap"":33905171.042225,""last_updated"":""2020-09-26T03:51:24.000Z""}}"
4134,"Akropolis ","AKRO","akropolis",42,"2019-07-19T00:00:00.000Z","[""defi"",""substrate""]",,1995847437.5,4000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x8ab7404063ec4dbcfd4598215992dc3f8ec853d7""}",180,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":0.0167664998199,""volume_24h"":12589979.7445553,""percent_change_1h"":-1.44572,""percent_change_24h"":32.1547,""percent_change_7d"":11.662,""market_cap"":33463375.701391626,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
4862,"DAD","DAD","dad",6,"2019-10-31T00:00:00.000Z","[]",,134601733,1000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x5b322514ff727253292637d9054301600c2c81e8""}",181,"2020-09-26T03:51:23.000Z","{""USD"":{""price"":0.248142855379,""volume_24h"":1086704.99758687,""percent_change_1h"":0.266614,""percent_change_24h"":-0.816449,""percent_change_7d"":-1.70903,""market_cap"":33400458.36558177,""last_updated"":""2020-09-26T03:51:23.000Z""}}"
3737,"BTU Protocol","BTU","btu-protocol",5,"2019-02-11T00:00:00.000Z","[""marketplace"",""enterprise-solutions""]",100000000,90014462.5429491,100000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xb683d83a532e2cb7dfa5275eed3698436371cc9f""}",257,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.366885735581,""volume_24h"":473640.743437772,""percent_change_1h"":0.15026,""percent_change_24h"":-2.24352,""percent_change_7d"":-16.7305,""market_cap"":33025022.302998252,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
4944,"Tellor","TRB","tellor",59,"2019-11-19T00:00:00.000Z","[""mineable"",""defi"",""oracles""]",,1472250.37858594,1558883.12165403,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x0ba45a8b5d5575935b8158a88c631e9f9c95a2e5""}",182,"2020-09-26T03:51:23.000Z","{""USD"":{""price"":22.2634076931,""volume_24h"":31720034.1154457,""percent_change_1h"":-0.681056,""percent_change_24h"":-0.120837,""percent_change_7d"":-27.1206,""market_cap"":32777310.4047796,""last_updated"":""2020-09-26T03:51:23.000Z""}}"
5079,"apM Coin","APM","apm-coin",10,"2019-12-27T00:00:00.000Z","[]",,361875000,1812500000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xc8c424b91d8ce0137bab4b832b7f7d154156ba6c""}",183,"2020-09-26T03:51:23.000Z","{""USD"":{""price"":0.0905234024528,""volume_24h"":85583260.9436623,""percent_change_1h"":-2.70916,""percent_change_24h"":-44.7647,""percent_change_7d"":13.2413,""market_cap"":32758156.262606997,""last_updated"":""2020-09-26T03:51:23.000Z""}}"
3748,"Hxro","HXRO","hxro",10,"2019-02-15T00:00:00.000Z","[]",,154653621.250047,1000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x4bd70556ae3f8a6ec6c4080a0c327b24325438f3""}",184,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.207507077146,""volume_24h"":173160.557978727,""percent_change_1h"":1.65195,""percent_change_24h"":15.5972,""percent_change_7d"":27.1917,""market_cap"":32091720.915641766,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
4078,"Super Zero Protocol","SERO","super-zero-protocol",16,"2019-07-19T00:00:00.000Z","[]",647367590,291887900,640613249,,185,"2020-09-26T03:51:20.000Z","{""USD"":{""price"":0.108482378616,""volume_24h"":2987825.41934461,""percent_change_1h"":0.808564,""percent_change_24h"":-1.56562,""percent_change_7d"":-2.19393,""market_cap"":31664693.681229148,""last_updated"":""2020-09-26T03:51:20.000Z""}}"
